trip_id,line_id,start_station_id,end_station_id,scheduled_departure_time,is_peak_hour,is_delayed,delay_minutes,is_cancelled
22946,S7,S9,S6,2024-09-26 15:03:00,False,False,1,False
22947,S42,S7,S1,2024-06-01 23:48:00,False,False,0,False
22948,S7,S1,S6,2024-11-24 23:30:00,False,False,0,False
22949,S5,S5,S4,2024-04-27 13:36:00,False,False,0,False
22950,S2,S1,S10,2024-09-26 19:58:00,True,False,3,False
22951,S1,S10,S6,2024-07-11 21:27:00,False,False,1,False
22952,S1,S2,S10,2024-11-15 12:41:00,False,False,1,False
22953,S7,S6,S8,2024-03-16 15:29:00,False,True,352,False
22954,S1,S1,S9,2024-03-13 15:32:00,False,False,1,False
22955,S1,S2,S1,2024-03-30 05:49:00,False,False,0,False
22956,S2,S10,S8,2024-08-15 04:19:00,False,False,1,False
22957,S42,S1,S10,2024-12-12 03:38:00,False,False,2,False
22958,S1,S6,S10,2024-11-10 05:43:00,False,False,0,False
22959,S42,S7,S4,2024-12-14 18:09:00,True,False,2,False
22960,S7,S10,S2,2024-03-13 21:21:00,False,False,3,False
22961,S7,S4,S6,2024-08-10 05:29:00,False,False,0,False
22962,S41,S1,S7,2024-11-12 09:29:00,True,False,3,False
22963,S5,S8,S3,2024-07-13 20:32:00,False,False,0,False
22964,S2,S2,S6,2024-10-08 17:47:00,True,False,3,False
22965,S7,S7,S2,2024-01-11 16:06:00,True,False,3,False
22966,S2,S10,S3,2024-05-23 10:16:00,False,False,1,False
22967,S5,S3,S10,2024-10-21 01:49:00,False,False,1,False
22968,S7,S10,S1,2024-05-07 18:25:00,True,False,3,False
22969,S5,S8,S5,2024-02-10 21:18:00,False,False,0,False
22970,S42,S9,S8,2024-01-25 00:00:00,False,False,1,False
22971,S1,S9,S2,2024-01-20 15:36:00,False,False,0,False
22972,S7,S1,S6,2024-06-23 22:36:00,False,True,205,False
22973,S41,S7,S6,2024-05-18 02:04:00,False,False,0,False
22974,S1,S4,S2,2024-10-05 08:15:00,True,False,0,False
22975,S7,S7,S6,2024-05-16 08:01:00,True,False,2,False
22976,S1,S4,S9,2024-01-08 07:25:00,True,False,3,False
22977,S41,S8,S1,2024-07-18 08:07:00,True,False,2,False
22978,S7,S9,S4,2024-02-26 12:58:00,False,False,1,False
22979,S2,S5,S7,2024-11-21 23:47:00,False,False,1,False
22980,S1,S5,S4,2024-09-10 20:14:00,False,False,1,False
22981,S41,S5,S7,2024-07-10 15:06:00,False,False,2,False
22982,S42,S3,S8,2024-03-15 04:26:00,False,True,63,False
22983,S2,S10,S1,2024-10-16 08:53:00,True,False,3,False
22985,S41,S3,S6,2024-05-17 06:23:00,True,False,4,False
22986,S2,S2,S6,2024-01-20 07:10:00,True,False,1,False
22987,S41,S6,S4,2024-05-22 23:55:00,False,False,1,False
22988,S7,S6,S8,2024-07-04 00:28:00,False,False,3,False
22989,S42,S4,S5,2024-01-18 15:40:00,False,False,1,False
22990,S1,S8,S5,2024-08-11 07:29:00,True,False,0,False
22991,S41,S8,S1,2024-02-15 06:11:00,True,False,3,False
22992,S42,S8,S2,2024-05-25 14:34:00,False,False,0,False
22993,S5,S3,S10,2024-08-02 13:38:00,False,False,1,False
22995,S42,S4,S10,2024-08-11 06:55:00,True,True,8,False
22996,S1,S7,S5,2024-02-25 06:08:00,True,False,1,False
22998,S42,S9,S6,2024-07-29 05:12:00,False,False,2,False
22999,S41,S7,S6,2024-09-13 03:31:00,False,False,1,False
23000,S2,S3,S2,2024-05-15 10:12:00,False,False,2,False
23001,S42,S10,S6,2024-11-15 16:32:00,True,False,2,False
23002,S42,S6,S2,2024-03-18 19:23:00,True,False,4,False
23003,S42,S1,S7,2024-12-22 20:05:00,False,False,0,False
23004,S1,S3,S2,2024-12-16 18:33:00,True,False,3,False
23005,S2,S10,S7,2024-12-10 14:36:00,False,False,1,False
23006,S41,S7,S1,2024-07-20 08:41:00,True,False,1,False
23008,S41,S7,S8,2024-03-13 10:29:00,False,False,2,False
23009,S1,S2,S8,2024-03-05 04:15:00,False,False,1,False
23010,S42,S6,S5,2024-06-23 00:39:00,False,True,32,True
23011,S2,S6,S1,2024-01-19 13:26:00,False,False,1,False
23012,S41,S5,S10,2024-04-08 19:36:00,True,False,3,False
23013,S7,S6,S2,2024-02-13 00:56:00,False,False,3,False
23014,S2,S10,S6,2024-01-12 03:04:00,False,False,1,False
23015,S5,S8,S5,2024-09-09 15:12:00,False,False,3,False
23016,S1,S7,S9,2024-11-09 08:10:00,True,False,1,False
23017,S42,S2,S4,2024-05-25 03:49:00,False,False,1,False
23018,S2,S5,S3,2024-02-22 07:42:00,True,False,2,False
23019,S1,S4,S1,2024-12-28 20:52:00,False,False,0,False
23020,S2,S6,S8,2024-05-04 16:47:00,True,False,1,False
23021,S7,S5,S7,2024-01-21 09:59:00,True,True,6,False
23022,S41,S7,S5,2024-02-18 20:26:00,False,False,0,False
23023,S1,S10,S7,2024-08-05 16:09:00,True,False,2,False
23024,S1,S2,S3,2024-10-24 21:59:00,False,False,1,False
23025,S41,S6,S7,2024-05-24 13:46:00,False,False,1,False
23026,S2,S4,S8,2024-01-03 03:21:00,False,False,1,False
23027,S42,S4,S7,2024-04-10 18:52:00,True,False,3,False
23028,S7,S5,S10,2024-08-31 07:13:00,True,False,0,False
23029,S42,S1,S4,2024-09-15 18:07:00,True,False,1,False
23031,S1,S7,S3,2024-05-14 00:41:00,False,False,1,False
23034,S7,S10,S2,2024-09-12 20:27:00,False,False,1,False
23036,S7,S3,S10,2024-04-03 22:38:00,False,False,1,False
23038,S7,S2,S5,2024-10-31 02:07:00,False,False,1,False
23039,S1,S1,S4,2024-01-04 08:58:00,True,False,2,False
23040,S41,S4,S5,2024-08-20 12:33:00,False,False,1,False
23041,S2,S10,S9,2024-11-08 16:03:00,True,False,3,False
23042,S41,S2,S6,2024-06-10 12:40:00,False,False,3,False
23043,S2,S8,S2,2024-03-05 15:40:00,False,False,1,False
23044,S7,S9,S5,2024-09-24 14:46:00,False,False,3,False
23045,S2,S8,S4,2024-09-14 00:00:00,False,False,0,False
23046,S1,S10,S8,2024-06-13 21:12:00,False,False,3,False
23047,S7,S3,S1,2024-11-30 10:03:00,False,False,0,False
23048,S5,S2,S4,2024-09-05 00:07:00,False,False,2,False
23049,S1,S6,S2,2024-12-05 00:29:00,False,False,1,False
23050,S5,S5,S2,2024-08-27 13:03:00,False,False,1,False
23051,S7,S3,S7,2024-04-28 12:39:00,False,False,0,False
23052,S7,S2,S7,2024-05-06 03:26:00,False,False,2,False
23053,S7,S1,S3,2024-02-28 20:52:00,False,False,1,False
23054,S7,S7,S9,2024-06-10 08:18:00,True,False,3,False
23055,S5,S8,S7,2024-05-10 13:43:00,False,False,1,False
23056,S1,S1,S5,2024-01-14 10:42:00,False,False,0,False
23058,S7,S1,S9,2024-04-19 14:13:00,False,False,2,False
23059,S5,S7,S4,2024-02-24 00:21:00,False,False,0,False
23060,S7,S2,S6,2024-08-13 17:24:00,True,False,2,False
23061,S2,S8,S10,2024-04-22 00:27:00,False,False,1,False
23062,S42,S10,S4,2024-07-23 01:27:00,False,False,2,False
23063,S2,S10,S6,2024-08-25 13:34:00,False,False,0,False
23064,S1,S10,S8,2024-06-07 08:22:00,True,False,3,False
23065,S7,S5,S7,2024-09-18 00:46:00,False,False,2,False
23066,S42,S7,S3,2024-07-14 08:08:00,True,False,1,False
23067,S41,S6,S10,2024-04-21 01:48:00,False,False,0,False
23068,S7,S7,S10,2024-07-05 21:05:00,False,False,2,False
23069,S2,S8,S6,2024-06-11 12:12:00,False,False,1,False
23070,S42,S2,S4,2024-04-21 20:09:00,False,False,0,False
23071,S7,S4,S8,2024-04-21 00:36:00,False,False,0,False
23072,S2,S6,S9,2024-12-01 16:26:00,True,False,2,False
23073,S7,S8,S6,2024-12-08 11:59:00,False,False,0,False
23074,S42,S5,S8,2024-04-29 04:22:00,False,False,2,False
23075,S5,S6,S1,2024-09-14 08:20:00,True,False,0,False
23076,S1,S9,S5,2024-09-05 00:04:00,False,False,2,False
23077,S41,S7,S10,2024-08-05 05:41:00,False,False,2,False
23078,S5,S7,S3,2024-01-10 20:31:00,False,False,2,False
23079,S2,S4,S7,2024-10-31 07:57:00,True,False,2,False
23080,S1,S5,S4,2024-08-19 14:17:00,False,False,2,False
23081,S5,S9,S1,2024-01-12 19:24:00,True,False,3,False
23082,S1,S9,S2,2024-06-22 03:45:00,False,True,26,False
23083,S1,S8,S6,2024-04-04 06:03:00,True,False,2,False
23084,S2,S8,S3,2024-11-15 01:47:00,False,False,1,False
23085,S2,S3,S9,2024-09-17 10:02:00,False,False,2,False
23086,S42,S7,S8,2024-07-17 19:56:00,True,False,4,False
23087,S7,S2,S6,2024-04-28 10:19:00,False,False,0,False
23088,S5,S7,S4,2024-08-27 10:32:00,False,False,2,False
23089,S42,S6,S3,2024-03-30 12:34:00,False,False,0,False
23090,S7,S6,S10,2024-10-29 23:54:00,False,False,1,False
23093,S1,S10,S4,2024-06-07 02:25:00,False,False,1,False
23094,S5,S9,S10,2024-06-08 03:22:00,False,False,0,False
23095,S2,S2,S5,2024-09-08 22:36:00,False,False,0,False
23096,S42,S5,S3,2024-09-16 22:10:00,False,False,2,False
23097,S1,S10,S7,2024-09-20 23:46:00,False,False,1,False
23098,S2,S8,S4,2024-04-17 10:39:00,False,False,1,False
23099,S5,S4,S5,2024-06-26 00:24:00,False,False,2,False
23100,S41,S3,S1,2024-11-11 21:31:00,False,False,2,False
23101,S5,S8,S3,2024-01-26 03:16:00,False,False,1,False
23102,S1,S7,S10,2024-05-17 06:39:00,True,False,3,False
23103,S2,S10,S3,2024-12-30 21:55:00,False,False,1,False
23104,S5,S8,S2,2024-06-15 12:50:00,False,False,0,False
23105,S1,S10,S6,2024-10-08 18:57:00,True,False,3,False
23106,S42,S3,S2,2024-12-05 18:15:00,True,False,4,False
23108,S5,S1,S4,2024-08-10 21:44:00,False,False,0,False
23109,S5,S6,S5,2024-10-04 06:57:00,True,False,4,False
23110,S7,S1,S10,2024-01-05 23:07:00,False,False,1,False
23111,S5,S2,S10,2024-08-25 17:36:00,True,False,2,False
23112,S1,S9,S2,2024-02-25 14:12:00,False,False,1,False
23113,S7,S4,S3,2024-07-07 10:15:00,False,False,0,False
23114,S7,S6,S10,2024-08-12 15:57:00,False,False,1,False
23115,S5,S1,S6,2024-09-28 13:05:00,False,False,0,False
23116,S41,S8,S5,2024-07-14 12:50:00,False,False,0,False
23117,S2,S7,S6,2024-01-03 06:16:00,True,False,2,False
23118,S41,S1,S6,2024-11-08 18:04:00,True,False,2,False
23119,S1,S7,S5,2024-08-17 01:47:00,False,False,0,False
23120,S41,S7,S4,2024-01-24 19:02:00,True,False,3,False
23121,S1,S9,S2,2024-09-13 19:33:00,True,True,6,False
23122,S5,S8,S2,2024-01-25 02:14:00,False,False,1,False
23123,S7,S4,S3,2024-03-10 14:21:00,False,False,0,False
23124,S5,S4,S8,2024-11-14 11:18:00,False,False,2,False
23125,S1,S7,S6,2024-09-27 14:44:00,False,False,1,False
23126,S2,S8,S4,2024-05-11 18:05:00,True,False,1,False
23127,S7,S3,S8,2024-01-09 15:21:00,False,False,1,False
23128,S7,S6,S5,2024-01-09 19:52:00,True,False,4,False
23129,S5,S5,S3,2024-08-29 16:23:00,True,False,3,False
23132,S2,S6,S2,2024-07-17 10:48:00,False,False,1,False
23133,S2,S5,S9,2024-08-30 12:41:00,False,False,1,False
23134,S41,S1,S2,2024-01-22 17:00:00,True,False,3,False
23135,S5,S6,S4,2024-09-01 10:07:00,False,False,0,False
23136,S5,S4,S6,2024-08-07 11:42:00,False,False,1,False
23137,S1,S5,S1,2024-09-01 02:39:00,False,False,0,False
23138,S7,S8,S2,2024-02-18 08:40:00,True,False,1,False
23139,S1,S6,S1,2024-06-09 07:57:00,True,False,3,False
23140,S2,S7,S8,2024-03-24 13:56:00,False,False,1,False
23141,S2,S2,S5,2024-01-22 15:59:00,False,False,1,False
23142,S5,S7,S6,2024-02-02 06:47:00,True,False,3,False
23143,S2,S9,S5,2024-12-30 03:15:00,False,False,1,False
23144,S5,S8,S6,2024-11-30 14:12:00,False,False,0,False
23145,S42,S9,S7,2024-02-11 15:11:00,False,False,0,False
23146,S7,S4,S9,2024-03-21 04:11:00,False,False,2,False
23147,S41,S7,S5,2024-03-29 12:52:00,False,False,1,False
23148,S1,S9,S7,2024-04-29 19:09:00,True,False,2,False
23149,S1,S5,S1,2024-12-10 19:59:00,True,False,2,False
23151,S5,S10,S3,2024-03-24 16:46:00,True,False,2,False
23152,S5,S7,S10,2024-11-29 19:52:00,True,False,3,False
23153,S2,S2,S8,2024-06-05 18:06:00,True,False,2,False
23154,S1,S6,S3,2024-06-21 08:26:00,True,True,26,False
23155,S7,S3,S7,2024-10-27 12:22:00,False,False,0,False
23156,S5,S9,S2,2024-06-28 05:03:00,False,False,1,False
23157,S41,S8,S10,2024-05-31 04:11:00,False,False,1,False
23158,S1,S5,S7,2024-11-04 04:09:00,False,False,1,False
23159,S42,S2,S1,2024-04-05 02:10:00,False,False,2,False
23160,S5,S3,S6,2024-12-19 03:58:00,False,False,1,False
23161,S41,S2,S8,2024-10-04 15:58:00,False,False,1,False
23162,S5,S3,S2,2024-05-07 19:27:00,True,False,2,False
23163,S41,S6,S9,2024-10-08 00:23:00,False,False,2,False
23164,S7,S1,S4,2024-12-15 20:21:00,False,False,0,False
23165,S1,S1,S2,2024-12-18 23:28:00,False,False,1,False
23166,S2,S9,S6,2024-06-30 18:58:00,True,False,1,False
23167,S5,S6,S9,2024-01-10 18:43:00,True,False,3,False
23168,S2,S5,S3,2024-06-13 22:57:00,False,False,1,False
23169,S1,S10,S2,2024-01-31 17:15:00,True,False,3,False
23170,S1,S9,S8,2024-08-11 07:18:00,True,False,1,False
23171,S2,S4,S9,2024-09-25 12:26:00,False,False,1,False
23173,S7,S10,S4,2024-02-13 18:57:00,True,False,3,False
23174,S42,S7,S2,2024-07-09 12:34:00,False,False,2,False
23175,S41,S4,S9,2024-10-12 20:09:00,False,False,0,False
23176,S5,S6,S9,2024-08-31 18:03:00,True,False,1,False
23177,S7,S6,S8,2024-02-09 06:29:00,True,False,4,False
23178,S42,S10,S7,2024-08-12 13:20:00,False,False,2,False
23180,S5,S8,S7,2024-01-07 13:01:00,False,False,0,False
23181,S41,S7,S6,2024-01-26 10:17:00,False,False,5,False
23182,S1,S10,S8,2024-07-08 23:20:00,False,False,1,False
23183,S7,S10,S2,2024-05-10 03:28:00,False,False,1,False
23184,S7,S9,S3,2024-05-28 01:23:00,False,False,1,False
23185,S41,S4,S2,2024-08-31 01:31:00,False,False,1,False
23186,S42,S7,S4,2024-03-05 21:52:00,False,False,1,False
23187,S42,S7,S10,2024-01-06 19:29:00,True,False,1,False
23188,S5,S8,S4,2024-03-07 18:12:00,True,False,3,False
23189,S41,S1,S5,2024-03-17 22:05:00,False,True,28,False
23190,S5,S9,S4,2024-09-16 08:50:00,True,False,2,False
23191,S7,S4,S5,2024-12-19 03:47:00,False,False,1,False
23192,S5,S1,S4,2024-02-21 04:51:00,False,False,2,False
23193,S2,S1,S6,2024-01-10 03:38:00,False,False,1,False
23195,S41,S7,S5,2024-05-17 19:13:00,True,False,4,False
23196,S5,S7,S3,2024-01-05 07:26:00,True,False,2,False
23197,S1,S7,S5,2024-10-17 08:00:00,True,False,5,False
23198,S41,S1,S9,2024-07-12 04:15:00,False,False,1,False
23199,S41,S9,S7,2024-08-14 13:35:00,False,False,2,False
23200,S1,S1,S10,2024-03-06 11:46:00,False,False,2,False
23203,S5,S10,S3,2024-08-10 01:53:00,False,False,0,False
23206,S7,S1,S3,2024-11-09 06:54:00,True,False,1,False
23207,S42,S10,S6,2024-09-29 01:09:00,False,False,2,False
23208,S5,S10,S9,2024-09-17 12:56:00,False,False,2,False
23209,S1,S7,S1,2024-10-22 13:32:00,False,False,1,False
23210,S42,S10,S1,2024-10-29 07:45:00,True,False,3,False
23211,S7,S9,S7,2024-11-22 20:50:00,False,False,2,False
23212,S5,S9,S4,2024-09-07 07:28:00,True,False,2,False
23213,S41,S4,S8,2024-04-28 13:11:00,False,False,3,False
23214,S1,S1,S7,2024-11-18 05:16:00,False,False,1,False
23215,S42,S7,S1,2024-12-04 17:53:00,True,False,3,False
23216,S41,S1,S9,2024-03-01 06:20:00,True,False,3,False
23217,S2,S7,S10,2024-09-22 04:55:00,False,False,0,False
23218,S7,S4,S9,2024-11-10 09:29:00,True,False,1,False
23219,S42,S7,S2,2024-10-08 14:21:00,False,False,1,False
23220,S7,S8,S4,2024-04-20 04:52:00,False,False,0,False
23221,S1,S9,S6,2024-01-13 15:39:00,False,False,0,False
23222,S42,S8,S1,2024-06-26 15:56:00,False,False,2,False
23223,S5,S1,S3,2024-11-17 04:34:00,False,False,0,False
23224,S2,S4,S2,2024-12-13 13:28:00,False,False,1,False
23225,S7,S8,S1,2024-10-18 04:07:00,False,False,1,False
23226,S5,S4,S8,2024-08-04 10:25:00,False,False,0,False
23227,S5,S10,S6,2024-05-05 13:24:00,False,False,0,False
23228,S1,S10,S8,2024-11-10 00:41:00,False,False,0,False
23229,S7,S5,S9,2024-04-10 04:55:00,False,False,1,False
23230,S1,S3,S10,2024-12-14 07:16:00,True,False,0,False
23231,S5,S7,S5,2024-09-22 12:20:00,False,False,0,False
23232,S5,S3,S8,2024-02-21 12:05:00,False,False,1,False
23233,S2,S3,S1,2024-03-22 20:36:00,False,False,1,False
23234,S2,S4,S9,2024-12-21 07:31:00,True,False,1,False
23235,S7,S8,S2,2024-06-21 19:02:00,True,True,8,False
23236,S42,S1,S6,2024-02-13 10:40:00,False,False,1,False
23238,S5,S6,S5,2024-06-10 15:17:00,False,False,1,False
23239,S42,S5,S9,2024-02-07 08:50:00,True,True,6,False
23240,S42,S9,S8,2024-08-05 08:02:00,True,False,3,False
23241,S7,S5,S9,2024-02-26 18:08:00,True,False,3,False
23242,S2,S7,S8,2024-04-17 14:44:00,False,False,1,False
23243,S2,S9,S5,2024-02-01 15:35:00,False,False,1,False
23244,S41,S3,S5,2024-09-21 02:51:00,False,False,0,False
23245,S42,S7,S3,2024-01-19 18:37:00,True,False,3,False
23246,S5,S1,S2,2024-02-27 12:11:00,False,False,1,False
23247,S41,S2,S4,2024-01-26 03:06:00,False,False,2,False
23248,S7,S8,S1,2024-10-22 16:54:00,True,False,4,False
23250,S7,S2,S1,2024-12-13 17:33:00,True,False,3,False
23251,S42,S5,S1,2024-02-07 02:46:00,False,False,1,False
23252,S2,S10,S1,2024-04-14 02:43:00,False,False,0,False
23253,S1,S6,S9,2024-03-24 02:13:00,False,False,0,False
23255,S2,S5,S9,2024-06-23 22:41:00,False,True,28,False
23256,S41,S10,S8,2024-04-30 15:39:00,False,False,3,False
23257,S1,S2,S6,2024-05-23 21:36:00,False,False,1,False
23258,S1,S5,S6,2024-04-25 15:47:00,False,False,2,False
23259,S5,S8,S4,2024-09-20 11:13:00,False,False,2,False
23260,S7,S3,S10,2024-05-16 13:17:00,False,False,3,False
23262,S7,S3,S5,2024-06-03 10:19:00,False,False,1,False
23263,S7,S8,S10,2024-01-31 18:01:00,True,False,4,False
23264,S2,S1,S7,2024-07-10 15:06:00,False,False,1,False
23265,S42,S4,S7,2024-03-20 16:14:00,True,False,4,False
23266,S1,S5,S6,2024-05-11 01:14:00,False,False,0,False
23267,S42,S3,S7,2024-06-15 01:14:00,False,False,0,False
23268,S1,S10,S8,2024-01-14 20:05:00,False,False,1,False
23269,S2,S3,S1,2024-02-14 23:46:00,False,False,1,False
23270,S7,S1,S6,2024-05-31 00:34:00,False,False,1,False
23271,S42,S9,S5,2024-05-26 03:15:00,False,False,0,False
23272,S1,S7,S5,2024-10-02 12:50:00,False,False,1,False
23273,S41,S1,S6,2024-02-08 03:49:00,False,False,2,False
23274,S5,S1,S7,2024-11-22 04:24:00,False,False,3,False
23275,S2,S7,S5,2024-01-08 10:15:00,False,False,1,False
23276,S5,S1,S8,2024-12-04 21:59:00,False,False,2,False
23278,S2,S5,S3,2024-03-28 14:55:00,False,False,1,False
23279,S41,S7,S10,2024-05-24 06:03:00,True,False,3,False
23280,S2,S5,S2,2024-02-17 04:24:00,False,False,0,False
23281,S5,S6,S2,2024-10-07 17:21:00,True,False,2,False
23282,S2,S9,S1,2024-10-04 08:24:00,True,False,2,False
23283,S41,S4,S1,2024-07-13 18:17:00,True,False,1,False
23284,S1,S1,S7,2024-04-14 03:16:00,False,False,0,False
23285,S7,S1,S4,2024-06-04 00:56:00,False,False,1,False
23286,S41,S6,S8,2024-04-13 23:51:00,False,False,0,False
23287,S7,S2,S7,2024-02-20 15:51:00,False,False,2,False
23288,S7,S10,S8,2024-11-19 14:10:00,False,False,1,False
23289,S41,S5,S6,2024-07-30 13:29:00,False,False,1,False
23290,S2,S4,S8,2024-10-04 10:04:00,False,False,1,False
23291,S2,S2,S7,2024-12-22 23:04:00,False,False,0,False
23292,S42,S3,S10,2024-05-10 22:21:00,False,False,1,False
23293,S42,S5,S6,2024-01-06 03:34:00,False,False,1,False
23294,S41,S6,S7,2024-09-07 16:10:00,True,False,1,False
23295,S5,S5,S2,2024-07-30 11:27:00,False,False,1,False
23296,S2,S4,S2,2024-11-24 12:22:00,False,False,0,False
23297,S5,S9,S8,2024-11-05 15:53:00,False,True,48,False
23298,S7,S8,S10,2024-03-25 12:04:00,False,False,1,False
23300,S7,S5,S7,2024-04-10 07:40:00,True,False,2,False
23302,S2,S10,S1,2024-01-13 04:03:00,False,False,0,False
23303,S42,S6,S10,2024-12-21 12:10:00,False,False,0,False
23304,S2,S2,S5,2024-10-19 09:28:00,True,False,1,False
23305,S2,S10,S5,2024-02-20 00:02:00,False,False,1,False
23306,S7,S4,S8,2024-01-06 16:46:00,True,False,1,False
23308,S2,S6,S10,2024-06-22 23:55:00,False,True,67,False
23309,S41,S1,S7,2024-09-16 09:06:00,True,False,3,False
23310,S2,S9,S10,2024-10-05 07:55:00,True,False,1,False
23311,S1,S4,S6,2024-05-01 06:56:00,True,False,3,False
23312,S41,S2,S10,2024-06-14 23:48:00,False,False,2,False
23314,S1,S6,S10,2024-08-24 19:22:00,True,False,1,False
23315,S5,S3,S7,2024-06-04 03:42:00,False,False,1,False
23316,S1,S1,S8,2024-06-12 14:19:00,False,False,1,False
23317,S42,S3,S2,2024-08-18 12:11:00,False,False,0,False
23318,S41,S3,S10,2024-07-31 17:13:00,True,False,4,False
23319,S41,S7,S5,2024-06-17 12:42:00,False,False,2,False
23320,S1,S6,S5,2024-03-13 20:36:00,False,False,1,False
23321,S42,S6,S7,2024-11-28 00:32:00,False,False,2,False
23322,S5,S5,S1,2024-09-01 20:10:00,False,False,2,False
23323,S1,S7,S5,2024-02-07 12:15:00,False,False,1,False
23324,S5,S5,S2,2024-06-09 23:54:00,False,False,0,False
23325,S41,S3,S9,2024-06-21 02:33:00,False,True,8,False
23326,S41,S9,S10,2024-12-06 06:02:00,True,False,3,False
23327,S7,S5,S7,2024-11-30 21:52:00,False,False,0,False
23328,S5,S3,S9,2024-01-05 05:16:00,False,False,1,False
23329,S1,S8,S5,2024-02-17 10:25:00,False,False,0,False
23330,S5,S10,S6,2024-09-09 20:41:00,False,False,1,False
23331,S1,S6,S1,2024-10-10 15:47:00,False,False,1,False
23332,S41,S6,S7,2024-11-20 23:01:00,False,False,2,False
23333,S41,S10,S6,2024-06-20 14:26:00,False,True,35,False
23334,S42,S6,S4,2024-01-10 23:17:00,False,False,2,False
23335,S2,S1,S5,2024-08-02 02:16:00,False,False,1,False
23336,S41,S2,S6,2024-01-20 19:35:00,True,False,1,False
23337,S41,S8,S10,2024-08-11 05:41:00,False,False,0,False
23338,S41,S4,S5,2024-06-26 12:22:00,False,False,2,False
23339,S1,S5,S7,2024-04-30 09:47:00,True,False,4,False
23340,S1,S5,S6,2024-07-22 16:21:00,True,False,3,False
23341,S2,S4,S9,2024-03-01 08:43:00,True,False,2,False
23342,S2,S9,S10,2024-04-25 08:15:00,True,False,2,False
23343,S5,S5,S8,2024-08-18 13:39:00,False,False,0,False
23344,S5,S3,S9,2024-06-22 06:10:00,True,True,31,True
23345,S5,S9,S8,2024-02-16 09:54:00,True,False,3,False
23346,S7,S8,S2,2024-07-23 20:59:00,False,False,2,False
23347,S5,S1,S2,2024-01-01 22:33:00,False,False,1,False
23348,S2,S7,S6,2024-10-02 23:56:00,False,False,1,False
23349,S7,S3,S10,2024-12-13 07:23:00,True,False,3,False
23350,S5,S8,S2,2024-08-17 15:40:00,False,False,0,False
23351,S2,S6,S9,2024-12-30 06:04:00,True,False,2,False
23352,S2,S6,S4,2024-07-29 15:12:00,False,False,1,False
23353,S2,S7,S2,2024-11-24 01:02:00,False,False,0,False
23354,S7,S4,S6,2024-08-09 04:06:00,False,False,1,False
23355,S41,S7,S9,2024-03-24 20:19:00,False,False,0,False
23356,S5,S2,S9,2024-02-06 09:20:00,True,False,2,False
23357,S41,S1,S8,2024-10-24 10:41:00,False,False,2,False
23358,S42,S8,S5,2024-03-13 05:50:00,False,False,1,False
23359,S42,S9,S7,2024-02-22 16:15:00,True,False,5,False
23360,S2,S4,S5,2024-06-22 07:21:00,True,False,3,False
23361,S1,S6,S10,2024-01-29 05:36:00,False,False,2,False
23362,S1,S7,S10,2024-02-03 23:20:00,False,False,1,False
23363,S7,S10,S7,2024-08-11 18:44:00,True,False,1,False
23364,S41,S4,S1,2024-11-09 20:53:00,False,False,0,False
23365,S41,S8,S3,2024-05-31 21:13:00,False,False,2,False
23366,S42,S3,S8,2024-05-14 05:16:00,False,False,2,False
23367,S42,S5,S9,2024-02-02 15:55:00,False,False,2,False
23368,S1,S1,S8,2024-02-28 15:33:00,False,False,1,False
23369,S1,S7,S5,2024-07-30 00:50:00,False,False,1,False
23370,S41,S10,S9,2024-11-29 14:05:00,False,False,1,False
23372,S41,S1,S9,2024-03-07 02:44:00,False,False,5,False
23373,S42,S3,S6,2024-09-23 08:54:00,True,False,2,False
23374,S2,S2,S5,2024-03-24 05:00:00,False,False,0,False
23375,S5,S7,S1,2024-02-13 21:24:00,False,False,1,False
23376,S1,S1,S10,2024-05-17 05:48:00,False,False,1,False
23377,S42,S9,S6,2024-07-22 05:57:00,False,False,3,False
23379,S5,S4,S9,2024-10-19 06:12:00,True,False,1,False
23380,S5,S8,S5,2024-12-19 12:25:00,False,False,1,False
23381,S5,S7,S5,2024-11-16 08:29:00,True,False,0,False
23382,S41,S10,S1,2024-03-01 14:22:00,False,False,2,False
23383,S7,S3,S9,2024-05-03 14:41:00,False,False,3,False
23384,S42,S10,S3,2024-12-05 04:17:00,False,False,1,False
23385,S42,S9,S1,2024-12-13 12:38:00,False,False,2,False
23387,S5,S3,S2,2024-11-23 07:23:00,True,False,1,False
23389,S7,S3,S5,2024-07-16 15:02:00,False,False,1,False
23390,S1,S6,S3,2024-06-25 02:40:00,False,True,22,False
23391,S1,S4,S8,2024-02-12 09:21:00,True,False,2,False
23392,S7,S3,S1,2024-05-14 05:08:00,False,False,1,False
23393,S41,S3,S1,2024-10-27 09:00:00,True,False,2,False
23394,S7,S5,S10,2024-05-12 10:00:00,False,False,0,False
23395,S5,S7,S8,2024-04-17 11:28:00,False,False,1,False
23396,S41,S8,S4,2024-11-10 23:00:00,False,False,0,False
23397,S41,S9,S6,2024-08-03 21:57:00,False,False,0,False
23398,S1,S7,S10,2024-08-09 06:37:00,True,False,2,False
23399,S7,S4,S7,2024-08-29 06:05:00,True,False,2,False
23400,S7,S3,S5,2024-12-08 15:14:00,False,False,0,False
23402,S2,S8,S2,2024-01-30 15:44:00,False,False,1,False
23403,S2,S7,S9,2024-07-06 01:20:00,False,False,2,False
23404,S7,S8,S7,2024-03-16 19:04:00,True,True,20,False
